	MA0265.2	MA0266.1	MA0267.1	MA0268.1	MA0269.1	MA0270.1	MA0271.1	MA0272.1	MA0273.1	MA0274.1	MA0275.1	MA0276.1	MA0277.1	MA0278.1	MA0279.2	MA0280.1	MA0281.2	MA0282.1	MA0283.1	MA0284.2	MA0285.1	MA0286.1	MA0287.1	MA0288.1	MA0289.1	MA0290.1	MA0291.1	MA0292.1	MA0293.1	MA0294.1	MA0295.1	MA0296.1	MA0297.1	MA0299.1	MA0300.1	MA0301.1	MA0302.1	MA0303.2	MA0304.1	MA0305.1	MA0306.1	MA0307.1	MA0308.1	MA0309.1	MA0310.1	MA0311.1	MA0312.2	MA0313.1	MA0314.2	MA0316.1	MA0317.1	MA0318.1	MA0319.1	MA0320.1	MA0321.1	MA0322.1	MA0323.1	MA0324.1	MA0325.1	MA0326.1	MA0327.1	MA0328.2	MA0329.1	MA0330.1	MA0331.1	MA0332.1	MA0333.1	MA0334.1	MA0335.1	MA0336.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0343.1	MA0344.1	MA0347.2	MA0348.1	MA0349.1	MA0350.1	MA0351.1	MA0352.2	MA0353.1	MA0354.1	MA0355.1	MA0356.1	MA0357.1	MA0358.1	MA0359.2	MA0360.1	MA0361.1	MA0362.1	MA0363.2	MA0364.1	MA0365.1	MA0366.1	MA0367.1	MA0368.1	MA0369.1	MA0370.1	MA0371.1	MA0372.1	MA0373.1	MA0374.1	MA0375.1	MA0376.1	MA0377.1	MA0378.1	MA0379.1	MA0380.1	MA0381.1	MA0382.2	MA0384.1	MA0385.1	MA0386.1	MA0387.1	MA0388.1	MA0389.1	MA0390.1	MA0391.1	MA0392.1	MA0393.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0398.1	MA0399.1	MA0400.1	MA0401.1	MA0402.1	MA0403.2	MA0404.1	MA0405.1	MA0406.1	MA0407.1	MA0408.1	MA0409.1	MA0410.1	MA0411.1	MA0412.2	MA0413.1	MA0414.1	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0420.1	MA0421.1	MA0422.1	MA0423.1	MA0424.1	MA0425.1	MA0426.1	MA0428.1	MA0429.1	MA0430.1	MA0431.1	MA0432.1	MA0433.1	MA0434.1	MA0435.1	MA0436.1	MA0437.1	MA0438.1	MA0439.1	MA0440.1	MA0441.1	MA0929.1	MA1431.1	MA1432.1	MA1433.1	MA1434.1	MA1435.1	MA1436.1	MA1437.1
MA0379.1	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.657606	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	1.59248e-06	0.993796	0.993796	0.993796	0.993796	0.993796	0.0162154	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796
MA0380.1	0.636487	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.384184	0.886568	0.0034386	0.227447	0.886568	0.540518	0.886568	0.00165215	0.886568	0.093882	0.0709473	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.630908	0.00165215	0.886568	0.345705	0.886568	0.886568	0.886568	0.252435	0.886568	0.886568	0.886568	0.886568	0.886568	0.661544	0.886568	0.886568	0.00165215	0.886568	0.886568	0.0156535	0.577213	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.81293	0.886568	0.886568	0.384184	0.197818	0.090121	0.886568	0.886568	0.886568	0.886568	0.886568	0.504148	0.886568	0.886568	0.886568	0.886568	0.886568	0.650823	0.493895	0.384184	0.886568	0.886568	0.886568	0.577213	0.129497	0.886568	0.0183084	0.886568	0.886568	0.886568	0.34176	0.384184	0.0484456	0.886568	0.886568	0.886568	0.0864536	0.886568	0.143797	0.722298	0.152119	0.384184	0.540518	0.886568	0.886568	0.0225808	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	4.58593e-17	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.886568	0.05149	0.0424922	0.886568	0.34176	0.549592	0.886568	0.886568	0.886568	0.34176	0.0259868	0.886568	0.886568	0.886568	0.149207	0.486811	0.886568	0.886568	0.886568	0.886568	0.577213	0.886568	0.886568	0.886568	0.449574	0.886568	0.886568	0.886568	0.886568	0.886568	0.0406867	0.233655	0.00165215	0.886568	0.000828984	0.886568	0.886568	0.0259868	0.224332	0.0108748	0.886568	0.0485765	0.886568	0.886568	0.886568	0.886568	0.0259868	0.0485765	0.0225808	0.886568	0.726206	0.886568	0.634606	0.345705	0.634606	0.886568	0.149756	0.886568	0.886568
MA0381.1	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.508094	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.386216	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	2.10211e-11	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.386216	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796
MA0382.2	0.31682	0.931099	0.931099	0.931099	0.501437	0.931099	0.630858	0.539173	0.0654208	0.931099	0.931099	0.931099	0.931099	0.602667	0.179883	0.931099	0.000297237	0.931099	0.931099	0.000274329	0.931099	3.37374e-05	0.931099	0.16937	0.931099	0.931099	0.925145	0.931099	0.931099	0.931099	0.16937	0.738188	0.931099	0.931099	0.849	0.931099	0.931099	0.21994	0.931099	0.931099	0.931099	0.931099	0.200145	0.931099	0.440582	0.882702	0.931099	0.931099	0.931099	0.931099	0.931099	0.637748	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.523911	0.931099	0.931099	0.734805	0.931099	0.931099	0.80412	0.931099	0.587743	0.931099	0.931099	0.490228	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.630858	0.931099	0.931099	0.931099	0.931099	0.0265545	0.0315967	0.896612	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.344411	0.931099	0.931099	0.931099	0.882702	0.931099	0.931099	0.931099	0.931099	0.931099	0.896612	0.931099	0.931099	0.00614305	0.0692633	0.497559	0.931099	0.931099	0.931099	0.0	0.931099	0.931099	0.540708	0.931099	0.931099	0.931099	0.119431	0.931099	0.931099	0.931099	0.931099	0.0803227	0.825243	0.68496	0.931099	0.931099	0.105081	0.931099	0.931099	0.200145	0.931099	0.931099	0.931099	0.931099	0.25086	0.196551	0.931099	0.540708	0.931099	0.754939	0.931099	3.37374e-05	0.00116515	0.931099	0.000170155	0.882702	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.637748	0.931099	0.931099	0.931099	0.931099	0.882702	0.931099	0.196551	0.931099	0.931099	0.825243	0.931099	0.931099	0.931099	0.539173	0.931099	0.931099	0.931099	0.931099	0.931099	0.637748	0.931099
MA0384.1	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	4.2038399999999994e-21	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.0106492	0.00431435	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582	0.996582
MA0385.1	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	1.55936e-07	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	6.37585e-35	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796	0.993796
MA0386.1	0.56518	0.56518	0.931099	0.931099	0.56518	0.931099	0.931099	0.931099	0.279957	0.56518	0.931099	0.931099	0.931099	0.771077	0.312496	0.931099	0.931099	0.931099	0.931099	0.0953603	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.250621	0.931099	0.931099	0.0223606	0.756197	0.931099	0.931099	0.56518	0.231575	0.931099	0.931099	0.931099	0.931099	0.931099	0.461327	0.931099	0.931099	0.931099	0.697327	0.931099	0.931099	0.931099	0.697327	0.68857	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.697327	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.0432542	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.076846	0.931099	0.931099	0.931099	0.931099	0.399473	0.56518	0.931099	0.931099	0.931099	0.931099	0.697327	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.199321	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.655425	0.102965	0.0133343	0.00029844	0.931099	0.931099	0.56518	0.931099	0.931099	0.0	0.931099	0.931099	0.60691	0.0151142	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.133116	0.931099	0.719354	0.931099	0.931099	0.771077	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.0651637	0.931099	0.931099	0.0953603	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.0313066	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.0930454	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099	0.931099
MA0387.1	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.760346	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.416991	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	1.2846900000000002e-28	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.760346	0.99941	0.99941	0.760346	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.760346	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.760346	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
MA0388.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.957691	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.50319e-23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0389.1	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	4.74904e-05	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	1.25048e-09	2.42853e-06	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	1.51041e-22	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.171294	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.976951	0.19356
MA0390.1	0.0489162	0.939828	0.939828	0.939828	0.0323696	0.939828	0.939828	0.939828	0.355408	0.939828	0.939828	0.939828	0.74367	0.590045	0.314654	0.939828	0.939828	0.939828	0.939828	0.583058	0.939828	0.939828	0.902982	0.0509296	0.503813	0.939828	0.939828	0.939828	0.911888	0.0582902	0.939828	0.00393102	0.490641	0.74367	0.443696	0.939828	0.939828	0.483733	0.939828	0.939828	0.939828	0.550537	0.277148	0.370338	0.939828	0.939828	0.74367	0.939828	0.939828	0.939828	0.361812	0.298461	0.33173	0.939828	0.939828	0.857781	0.939828	0.939828	0.939828	0.583058	0.939828	0.537971	0.939828	0.939828	0.820645	0.939828	0.939828	0.939828	0.939828	0.00823534	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.023183	0.939828	0.939828	0.939828	0.939828	0.0173333	0.0468219	0.939828	0.939828	0.939828	0.74367	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.298461	0.939828	0.939828	0.939828	0.355408	0.939828	0.939828	0.939828	0.590045	0.939828	0.939828	0.939828	0.939828	0.939828	0.000992372	0.000964271	0.939828	0.939828	0.939828	0.0680844	0.939828	0.74367	0.0115535	0.870397	0.939828	0.939828	0.0	0.939828	0.939828	0.0322003	0.939828	0.820645	0.939828	0.939828	0.0322003	0.939828	0.443696	0.590045	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.590045	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.314654	0.939828	0.939828	0.355408	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.0323696	0.939828	0.555111	0.74367	0.939828	0.939828	0.939828	0.0322003	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828	0.939828
MA0391.1	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.112587	0.920479	0.0705062	0.920479	0.920479	0.920479	0.920479	0.173816	0.920479	8.78565e-05	0.503254	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.245462	0.920479	0.0921636	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.346089	0.267988	0.920479	0.920479	0.64758	0.920479	0.920479	0.0295467	0.163405	0.445314	0.920479	0.920479	0.920479	0.920479	0.674386	0.517875	0.920479	0.920479	0.899873	0.920479	0.0845816	0.920479	0.920479	0.920479	0.920479	0.920479	0.267988	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.267988	0.920479	0.920479	0.920479	0.145361	0.232907	0.1978	0.920479	0.920479	0.920479	0.445314	0.920479	0.0585994	0.920479	0.0921636	0.920479	0.920479	0.523701	0.920479	0.0914733	0.833089	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.0806424	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	1.45637e-10	0.419449	0.920479	0.674386	0.920479	0.920479	0.920479	0.920479	0.920479	0.0651879	0.551509	0.920479	0.920479	0.267988	0.920479	0.551509	0.920479	0.920479	0.920479	0.445314	0.483538	0.920479	0.920479	0.167206	0.920479	0.396304	0.920479	0.920479	0.920479	0.0295467	0.899873	0.163405	0.920479	0.0934172	0.920479	0.920479	0.0921636	0.551509	0.147217	0.920479	0.0661199	0.920479	0.920479	0.920479	0.920479	0.389457	0.0651879	0.250198	0.920479	0.920479	0.920479	0.920479	0.920479	0.920479	0.551509	0.388214	0.920479	0.82529
MA0392.1	0.707845	0.945423	0.945423	0.863767	0.945423	0.945423	0.945423	0.945423	0.498918	0.945423	0.294294	0.945423	0.945423	0.945423	0.945423	0.153163	0.945423	0.564567	0.294294	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.94401	0.294294	0.945423	0.707845	0.945423	0.945423	0.945423	0.294294	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.218586	0.945423	0.945423	0.294294	0.294294	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.707845	0.945423	0.945423	0.783045	0.707845	0.500785	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.707845	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.564567	0.945423	0.0429507	0.945423	0.707845	0.945423	0.707845	0.707845	0.294294	0.945423	0.945423	0.945423	0.294294	0.945423	0.654472	0.945423	0.294294	0.715008	0.945423	0.945423	0.945423	0.294294	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.500785	0.945423	0.945423	0.945423	0.945423	0.945423	0.223247	0.945423	0.945423	0.500785	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.654472	2.21022e-17	0.945423	0.498918	0.945423	0.945423	0.945423	0.945423	0.500785	0.500785	0.945423	0.945423	0.945423	0.945423	0.294294	0.945423	0.945423	0.945423	0.945423	0.564567	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.945423	0.707845	0.564567	0.00450651	0.945423	0.294294	0.945423	0.945423	0.218586	0.294294	0.187865	0.945423	0.294294	0.945423	0.945423	0.707845	0.945423	0.185397	0.294294	0.0455931	0.945423	0.923208	0.945423	0.500785	0.945423	0.945423	0.945423	0.294294	0.945423	0.945423
MA0393.1	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.905242	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.298425	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.905242	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.905242	0.999409	0.999409	1.16083e-18	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409	0.999409
