	MA0010.1	MA0011.1	MA0012.1	MA0013.1	MA0015.1	MA0016.1	MA0022.1	MA0023.1	MA0026.1	MA0049.1	MA0085.1	MA0086.2	MA0094.2	MA0126.1	MA0165.1	MA0166.1	MA0167.1	MA0168.1	MA0169.1	MA0170.1	MA0171.1	MA0172.1	MA0173.1	MA0174.1	MA0175.1	MA0176.1	MA0177.1	MA0178.1	MA0179.1	MA0180.1	MA0181.1	MA0182.1	MA0183.1	MA0184.1	MA0185.1	MA0186.1	MA0187.1	MA0188.1	MA0189.1	MA0190.1	MA0191.1	MA0192.1	MA0193.1	MA0194.1	MA0195.1	MA0196.1	MA0197.2	MA0198.1	MA0199.1	MA0200.1	MA0201.1	MA0202.1	MA0203.1	MA0204.1	MA0205.2	MA0206.1	MA0207.1	MA0208.1	MA0209.1	MA0210.1	MA0211.1	MA0212.1	MA0213.1	MA0214.1	MA0215.1	MA0216.2	MA0217.1	MA0218.1	MA0219.1	MA0220.1	MA0221.1	MA0222.1	MA0224.1	MA0225.1	MA0226.1	MA0227.1	MA0228.1	MA0229.1	MA0230.1	MA0231.1	MA0232.1	MA0233.1	MA0234.1	MA0235.1	MA0236.1	MA0237.2	MA0238.1	MA0239.1	MA0240.1	MA0241.1	MA0242.1	MA0243.1	MA0244.1	MA0245.1	MA0246.1	MA0247.2	MA0248.1	MA0249.2	MA0250.1	MA0251.1	MA0252.1	MA0253.1	MA0254.1	MA0255.1	MA0256.1	MA0257.1	MA0443.1	MA0444.1	MA0445.1	MA0446.1	MA0447.1	MA0448.1	MA0449.1	MA0450.1	MA0451.1	MA0452.2	MA0454.1	MA0456.1	MA0457.1	MA0458.1	MA0459.1	MA0460.1	MA0529.2	MA0530.1	MA0531.1	MA0532.1	MA0533.1	MA0534.1	MA0535.1	MA0536.1	MA0915.1	MA0916.1	MA0917.1	MA1455.1	MA1456.1	MA1457.1	MA1458.1	MA1459.1	MA1460.1	MA1461.1	MA1462.1	MA1700.1	MA1702.1	MA1836.1	MA1837.1	MA1838.1	MA1839.1	MA1840.1	MA1841.1	MA1842.1
MA0242.1	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.606985	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.606985	0.996632	0.996632	5.4206199999999995e-22	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.606985	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.996632	0.606985	0.996632	0.996632
MA0243.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.28414e-36	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0244.1	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	2.6061800000000003e-24	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.264875	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325
MA0245.1	0.363649	0.240726	0.417475	0.59987	0.67031	0.67031	0.67031	0.67031	0.67031	0.59987	0.67031	0.67031	0.000583709	0.67031	0.0687604	0.00147207	0.000585848	0.00593156	0.00172671	0.000980635	0.000253996	0.00237747	0.386254	0.0198965	1.2799e-06	0.000306442	0.000199802	0.000503503	4.75064e-06	0.000290482	1.4838e-05	0.00449118	0.0286469	0.000541776	0.67031	0.0019253	0.000306442	0.00258677	0.000167035	0.105099	1.4838e-05	0.000253996	0.67031	0.00172671	0.000585848	6.62323e-05	0.238277	0.000232824	0.626796	0.000338543	0.078429	0.000167035	0.00086461	0.67031	0.67031	0.000338543	0.67031	0.00449118	0.000232824	0.67031	0.0748505	0.240726	0.67031	1.16689e-05	0.00161238	0.179935	0.67031	0.67031	0.000167035	1.4838e-05	0.000760842	0.67031	0.00172671	0.000226171	2.40092e-05	0.67031	0.000668306	0.000541776	0.00044158	0.033096	0.00153552	0.67031	0.204611	0.0853996	1.66891e-05	0.67031	0.000541776	0.67031	0.000232824	0.00044158	0.67031	0.534714	0.487789	9.16708e-15	0.67031	0.67031	0.000306442	0.67031	4.77618e-05	4.24171e-05	0.67031	0.46484	0.67031	0.67031	0.00788715	0.000176806	0.67031	0.00258677	0.67031	0.67031	0.46484	0.00237747	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.000176806	0.67031	0.67031	0.390742	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.172398	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.67031	0.274565	0.67031	0.0976527	0.0853996	0.554812	0.67031	0.67031	0.67031
MA0246.1	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.0210555	0.994974	0.994974	0.994974	0.994974	0.0203595	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	2.17678e-09	0.994974	0.994974	0.994974	0.994974	0.994974	0.736657	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.994974	0.852566	0.994974	0.994974	0.994974
MA0247.2	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.752347	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.12512	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	4.12095e-23	0.994975	0.994975	0.994975	0.994975	0.994975	0.00143148	0.994975	0.859972	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.752347	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975
MA0248.1	0.487198	0.465835	0.653913	0.736031	0.736031	0.736031	0.736031	0.736031	0.736031	0.574287	0.736031	0.736031	0.0118698	0.309257	0.0846295	0.00576453	0.013798	0.00127864	0.000261217	0.00543638	0.000261217	0.045622	0.436263	0.0404831	0.000310635	0.00948122	0.00576289	0.00792864	0.00243988	0.0118965	0.00477707	0.020713	0.105741	0.0170609	0.736031	0.00792864	0.00536415	0.00357897	0.0015608	0.130739	0.00127864	0.000476472	0.288563	0.0352362	0.0118965	0.000308661	0.389286	0.0109648	0.736031	0.00948122	0.149618	0.00840961	0.00576453	0.736031	0.736031	0.00576453	0.736031	0.045622	0.00543638	0.736031	0.0599737	0.246935	0.736031	0.000261217	0.00357897	0.165872	0.736031	0.736031	0.00243988	0.00357897	0.00276633	0.736031	0.033143	0.00166069	0.00357897	0.736031	0.00611385	0.020713	0.00543638	0.058473	0.00536415	0.736031	0.136813	0.254172	0.00477707	0.710321	0.00543638	0.309257	0.00792864	0.0147145	0.6546	0.501906	0.501874	0.000383881	0.736031	0.736031	9.11314e-16	0.736031	0.00109989	0.00469688	0.736031	0.613461	0.736031	0.543231	0.0197854	0.00259666	0.736031	0.00127864	0.460052	0.736031	0.473466	0.0118965	0.736031	0.736031	0.736031	0.645436	0.736031	0.736031	0.00543638	0.736031	0.736031	0.357952	0.736031	0.736031	0.736031	0.736031	0.736031	0.473466	0.736031	0.736031	0.246935	0.736031	0.736031	0.736031	0.736031	0.496876	0.736031	0.736031	0.383292	0.726541	0.736031	0.736031	0.332227	0.736031	0.0750234	0.048497	0.437423	0.736031	0.736031	0.736031
MA0249.2	0.991624	0.991624	0.991624	0.991624	0.598623	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.0595309	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	1.37339e-31	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.625284	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624	0.991624
MA0250.1	0.566058	0.381976	0.336097	0.633338	0.663121	0.663121	0.663121	0.663121	0.663121	0.604387	0.663121	0.663121	0.00742847	0.620958	0.131128	0.0132645	0.00525113	0.00493618	0.00218306	0.0110788	0.000648663	0.00316655	0.566058	0.0573149	0.000123363	0.000984847	0.00525113	0.00146332	8.02547e-05	0.000802054	0.000538723	0.0190647	0.0354486	0.00106279	0.663121	0.0142422	0.00341021	0.000456757	0.00653772	0.0785357	0.00182368	0.000123516	0.65647	0.00182368	0.00939114	0.000802054	0.241263	0.000507629	0.663121	0.000802054	0.0554348	0.000456757	0.0139123	0.663121	0.663121	0.00586791	0.663121	0.00479186	0.00586791	0.663121	0.0110788	0.182232	0.663121	0.000648663	0.0152426	0.225808	0.663121	0.663121	0.00939114	0.000123516	0.0142422	0.663121	0.00218306	0.00653772	0.00010697	0.663121	0.00939114	0.000977168	0.00742551	0.0554348	0.0142422	0.663121	0.151841	0.0278791	0.000984847	0.663121	0.00939114	0.620958	0.000481067	0.00195849	0.663121	0.663121	0.456525	0.000456757	0.663121	0.663121	0.00218306	0.663121	7.17291e-11	0.000456757	0.663121	0.284269	0.663121	0.663121	0.0317566	0.00508927	0.663121	0.00182368	0.530087	0.620958	0.65647	0.0278791	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.000648663	0.663121	0.663121	0.65338	0.663121	0.663121	0.663121	0.663121	0.663121	0.338595	0.663121	0.663121	0.159318	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.663121	0.464837	0.663121	0.0297641	0.0291137	0.663121	0.663121	0.663121	0.663121
MA0251.1	0.48869	0.282062	0.412635	0.564164	0.619839	0.630824	0.630824	0.630824	0.630824	0.510352	0.630824	0.630824	0.00157652	0.630824	0.0921338	0.00504879	0.000290321	0.0212198	0.0105435	0.010596	0.00631853	0.000586506	0.567216	0.0181073	0.000181115	0.000906261	0.000328381	8.7542e-05	2.62964e-06	7.73748e-05	6.05754e-06	0.00907362	0.0156433	1.40819e-05	0.630824	0.00472638	0.000906261	0.00265725	0.000157357	0.102995	6.49526e-05	0.00202353	0.630824	0.000485052	0.000432734	0.00396041	0.208893	1.40819e-05	0.619839	2.36718e-05	0.102995	1.40819e-05	0.00415045	0.630824	0.630824	0.00141069	0.630824	0.000542892	0.000136939	0.630824	0.0668325	0.224637	0.630824	0.00113234	0.00415045	0.503036	0.630824	0.630824	0.000586506	1.03076e-06	0.00141069	0.630824	8.01247e-05	0.000838832	1.9008e-05	0.630824	0.00101116	2.36718e-05	0.00202353	0.0167962	0.00262239	0.630824	0.186183	0.0457822	1.9008e-05	0.630824	0.00151246	0.630824	1.40819e-05	2.2085e-05	0.630824	0.585714	0.564982	0.000136939	0.630824	0.630824	0.00646638	0.630824	0.000123709	4.4023e-13	0.630824	0.48869	0.567216	0.630824	0.00646638	8.01247e-05	0.630824	0.0116901	0.630824	0.564982	0.519109	0.00631853	0.630824	0.630824	0.564982	0.630824	0.630824	0.630824	8.7542e-05	0.549473	0.630824	0.412635	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.166843	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.630824	0.480308	0.630824	0.0692921	0.0634395	0.620237	0.630824	0.630824	0.630824
MA0252.1	0.970854	0.970854	0.970854	0.970854	0.970854	0.767462	0.970854	0.970854	0.970854	0.970854	0.970854	0.767462	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.264987	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.270976	0.970854	0.970854	0.970854	0.970854	0.108125	0.970854	0.970854	0.000355548	0.970854	0.970854	0.386369	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.264987	0.970854	0.970854	0.970854	0.970854	0.205222	0.970854	0.970854	0.970854	0.0013919	0.970854	0.970854	0.970854	0.970854	0.970854	0.386369	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.264987	0.970854	0.970854	0.970854	0.970854	0.970854	3.34651e-07	0.767462	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.767462	0.970854	0.970854	0.567361	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.720959	0.970854	0.829545	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854	0.970854
MA0253.1	0.981462	0.985465	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.981462	0.981462	0.994975	0.994975	0.981462	0.981462	0.981462	0.981462	0.981462	0.981462	0.981462	0.981462	0.994975	0.981462	0.981462	0.994975	0.981462	0.981462	0.981462	0.981462	0.981462	0.981462	0.981462	0.994975	0.994975	0.981462	0.981462	0.981462	0.994975	0.981462	0.981462	0.994975	0.981462	0.981462	0.981462	0.994975	0.981462	0.981462	0.981462	0.994975	0.981462	0.994975	0.981462	0.994975	0.981462	0.981462	0.981462	0.981462	0.994975	0.0229608	0.994975	0.994975	0.981462	0.994975	0.994975	0.994975	0.981462	0.985465	0.981462	0.994975	0.981462	0.981462	0.981462	0.981462	0.981462	0.994975	0.981462	0.981462	0.981462	0.981462	0.994975	0.994975	0.981462	0.981462	0.994975	0.994975	0.994975	0.981462	0.981462	0.994975	0.994975	0.981462	0.981462	0.981462	0.00234828	0.981462	0.981462	0.981462	0.981462	0.981462	1.6321200000000002e-18	0.994975	0.981462	0.994975	0.981462	0.994975	0.981462	0.994975	0.994975	0.981462	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.981462	0.994975	0.981462	0.994975	0.994975	0.994975	0.994975	0.994975	0.981462	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.994975	0.981462	0.981462	0.994975	0.981462	0.981462	0.994975	0.994975	0.994975	0.981462	0.981462	0.981462	0.994975	0.994975	0.994975
MA0254.1	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.689696	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	6.05001e-13	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.428541	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325
MA0255.1	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	4.53761e-28	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.676514	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325	0.998325
MA0256.1	0.641711	0.327204	0.641711	0.594295	0.641711	0.641711	0.641711	0.641711	0.641711	0.613956	0.641711	0.641711	0.015818	0.641711	0.0496151	0.000421587	0.00296748	0.102559	0.0794427	0.0327324	0.0331071	0.00583524	0.641711	0.0234914	0.00624903	0.0331071	0.000186531	0.0117031	0.00760762	0.00760762	0.00284029	0.085318	0.0471801	0.0047889	0.641711	0.000301048	0.0219799	0.0234914	0.000774897	0.0873987	0.00245931	0.0423395	0.641711	0.00613596	0.0049959	0.0239569	0.0762137	0.00549782	0.594295	0.00549782	0.0964751	0.00461129	3.49771e-05	0.572563	0.641711	0.00406816	0.572563	0.00851552	0.000296636	0.641711	0.417411	0.173212	0.641711	0.00583524	0.000408639	0.327204	0.641711	0.641711	0.00121319	0.00549782	0.000296636	0.641711	0.00465071	0.00202575	0.0143468	0.572563	0.000186531	0.00465071	0.000659946	0.0145343	0.00549782	0.641711	0.147759	0.0606115	0.00235305	0.594295	3.49771e-05	0.641711	0.00933359	0.00102722	0.641711	0.327204	0.641711	0.00655341	0.594295	0.641711	0.0181891	0.641711	0.0219799	0.00575106	0.572563	0.641711	0.322971	0.641711	1.07591e-09	0.000637715	0.641711	0.0890987	0.641711	0.594295	0.594295	0.015818	0.641711	0.641711	0.641711	0.641711	0.572563	0.641711	0.00624903	0.571944	0.641711	0.524295	0.594295	0.594295	0.641711	0.641711	0.641711	0.553867	0.641711	0.598771	0.0871703	0.641711	0.641711	0.641711	0.362495	0.641711	0.641711	0.641711	0.641711	0.641711	0.641711	0.641711	0.482318	0.641711	0.0860649	0.115818	0.342661	0.641711	0.641711	0.354944
MA0257.1	0.456477	0.350286	0.614362	0.584536	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.00114843	0.641577	0.0390166	0.000154952	6.01405e-05	0.0369758	0.0179541	0.00812304	0.00812304	0.00082824	0.538718	0.00497195	0.000393471	0.00812304	2.14171e-06	0.000425304	0.000313611	0.000547597	3.59877e-05	0.0188305	0.0100974	0.000313611	0.641577	0.000175738	0.00264704	0.0163149	2.00282e-06	0.105863	6.65802e-06	0.00933474	0.641577	0.00082824	7.73665e-05	0.00398578	0.10457	0.000581525	0.641577	0.000425304	0.108143	0.000540012	7.73665e-05	0.641577	0.641577	3.59877e-05	0.641577	0.000806923	2.00282e-06	0.641577	0.237847	0.212856	0.641577	0.000351668	4.18274e-05	0.402693	0.641577	0.641577	7.73665e-05	0.000215998	2.80058e-05	0.641577	9.03557e-05	3.34498e-05	0.00082824	0.641577	6.65802e-06	0.00082824	1.98239e-05	0.00358015	0.000175738	0.641577	0.171989	0.10457	1.09247e-05	0.641577	1.09247e-05	0.641577	0.000196396	3.17624e-05	0.641577	0.402693	0.641577	0.000215998	0.641577	0.641577	0.00264704	0.641577	0.0028678	3.34498e-05	0.641577	0.641577	0.48417	0.641577	0.000245817	7.27928e-14	0.641577	0.0253379	0.641577	0.505504	0.402693	0.0018411	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.000730832	0.641577	0.641577	0.412201	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.133742	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.641577	0.398345	0.641577	0.0634399	0.0572816	0.348557	0.641577	0.641577	0.641577
